algorithm,k,baseline_silhouette,gan_silhouette,baseline_davies_bouldin,gan_davies_bouldin,baseline_calinski_harabasz,gan_calinski_harabasz,silhouette_improvement_%,davies_bouldin_improvement_%,calinski_harabasz_improvement_%
kmeans,2,0.09804657101631165,0.10588604211807251,2.9489917814749655,2.8432835637104024,57.83574295043945,109.30068969726562,7.9956606544217035,3.5845545053262997,88.98467300908966
kmeans,3,0.11152539402246475,0.0999300628900528,2.3914058854043296,3.0622876750358548,50.28048324584961,79.09098052978516,-10.397032204231701,-28.053865457393695,57.29956321832628
kmeans,4,0.08723784983158112,0.10087718069553375,2.3491186564285216,2.695559674943823,46.781986236572266,67.01908111572266,15.634648137573699,-14.747701976111003,43.258306256628856
kmeans,5,0.094940185546875,0.09203051775693893,2.264302918622528,2.606524540904823,44.71411895751953,61.30543518066406,-3.064737838014304,-15.11377384482121,37.105318431762115
kmeans,6,0.09073340892791748,0.08987836539745331,2.2851816041028457,2.8409238185878736,41.98176956176758,54.026466369628906,-0.942369013318408,-24.319389473783655,28.69030279950449
kmeans,7,0.08757412433624268,0.04841384291648865,2.238481828961872,2.80784751414041,40.028560638427734,49.12421798706055,-44.716726220860984,-25.43534987918974,22.722918844853265
kmeans,8,0.09376402944326401,0.0424429215490818,2.108010195533118,2.7820736203750918,37.75783157348633,46.662086486816406,-54.73432423809843,-31.97628864747984,23.582537826623167
kmeans,9,0.08995866030454636,0.035999052226543427,2.1529475038235435,2.7604693780360177,35.5819206237793,43.1874885559082,-59.982671924334895,-28.218146198806103,21.374810012493047
kmeans,10,0.09583590179681778,0.03823249414563179,2.1995853406351404,2.7593087549074964,33.56004333496094,40.791202545166016,-60.10629270574538,-25.446769622074918,21.54693049121325
